Symbol,Week_1_2025-09-12,Week_2_2025-09-19,Week_3_2025-09-26,Week_4_2025-10-03,Week_5_2025-10-10,Week_6_2025-10-17,Week_7_2025-10-24,Week_8_2025-10-31,Week_9_2025-11-07,Week_10_2025-11-14,Week_11_2025-11-21,Week_12_2025-11-28,Week_13_2025-12-05
INDUSINDBK.NS,"Ticker
INDUSINDBK.NS    740.5
Name: 2025-09-12, dtype: float64","Ticker
INDUSINDBK.NS    744.400024
Name: 2025-09-19, dtype: float64","Ticker
INDUSINDBK.NS    712.75
Name: 2025-09-26, dtype: float64","Ticker
INDUSINDBK.NS    747.400024
Name: 2025-10-03, dtype: float64","Ticker
INDUSINDBK.NS    763.349976
Name: 2025-10-10, dtype: float64","Ticker
INDUSINDBK.NS    751.0
Name: 2025-10-17, dtype: float64","Ticker
INDUSINDBK.NS    755.049988
Name: 2025-10-24, dtype: float64","Ticker
INDUSINDBK.NS    794.799988
Name: 2025-10-31, dtype: float64","Ticker
INDUSINDBK.NS    797.25
Name: 2025-11-07, dtype: float64","Ticker
INDUSINDBK.NS    848.25
Name: 2025-11-14, dtype: float64","Ticker
INDUSINDBK.NS    846.549988
Name: 2025-11-21, dtype: float64","Ticker
INDUSINDBK.NS    858.549988
Name: 2025-11-28, dtype: float64","Ticker
INDUSINDBK.NS    857.0
Name: 2025-12-05, dtype: float64"
JWL.NS,"Ticker
JWL.NS    336.299988
Name: 2025-09-12, dtype: float64","Ticker
JWL.NS    339.75
Name: 2025-09-19, dtype: float64","Ticker
JWL.NS    336.399994
Name: 2025-09-26, dtype: float64","Ticker
JWL.NS    339.700012
Name: 2025-10-03, dtype: float64","Ticker
JWL.NS    334.399994
Name: 2025-10-10, dtype: float64","Ticker
JWL.NS    319.200012
Name: 2025-10-17, dtype: float64","Ticker
JWL.NS    322.75
Name: 2025-10-24, dtype: float64","Ticker
JWL.NS    322.649994
Name: 2025-10-31, dtype: float64","Ticker
JWL.NS    312.799988
Name: 2025-11-07, dtype: float64","Ticker
JWL.NS    304.0
Name: 2025-11-14, dtype: float64","Ticker
JWL.NS    298.399994
Name: 2025-11-21, dtype: float64","Ticker
JWL.NS    285.799988
Name: 2025-11-28, dtype: float64","Ticker
JWL.NS    271.850006
Name: 2025-12-05, dtype: float64"
ANANDRATHI.NS,"Ticker
ANANDRATHI.NS    2971.34375
Name: 2025-09-12, dtype: float64","Ticker
ANANDRATHI.NS    3036.118164
Name: 2025-09-19, dtype: float64","Ticker
ANANDRATHI.NS    2861.157227
Name: 2025-09-26, dtype: float64","Ticker
ANANDRATHI.NS    2866.846191
Name: 2025-10-03, dtype: float64","Ticker
ANANDRATHI.NS    2950.384521
Name: 2025-10-10, dtype: float64","Ticker
ANANDRATHI.NS    3125.100098
Name: 2025-10-17, dtype: float64","Ticker
ANANDRATHI.NS    3113.399902
Name: 2025-10-24, dtype: float64","Ticker
ANANDRATHI.NS    3088.399902
Name: 2025-10-31, dtype: float64","Ticker
ANANDRATHI.NS    3121.5
Name: 2025-11-07, dtype: float64","Ticker
ANANDRATHI.NS    3022.300049
Name: 2025-11-14, dtype: float64","Ticker
ANANDRATHI.NS    2855.899902
Name: 2025-11-21, dtype: float64","Ticker
ANANDRATHI.NS    2888.899902
Name: 2025-11-28, dtype: float64","Ticker
ANANDRATHI.NS    2895.300049
Name: 2025-12-05, dtype: float64"
ADANIENSOL.NS,"Ticker
ADANIENSOL.NS    829.900024
Name: 2025-09-12, dtype: float64","Ticker
ADANIENSOL.NS    877.150024
Name: 2025-09-19, dtype: float64","Ticker
ADANIENSOL.NS    879.200012
Name: 2025-09-26, dtype: float64","Ticker
ADANIENSOL.NS    916.349976
Name: 2025-10-03, dtype: float64","Ticker
ADANIENSOL.NS    925.849976
Name: 2025-10-10, dtype: float64","Ticker
ADANIENSOL.NS    929.700012
Name: 2025-10-17, dtype: float64","Ticker
ADANIENSOL.NS    944.25
Name: 2025-10-24, dtype: float64","Ticker
ADANIENSOL.NS    986.200012
Name: 2025-10-31, dtype: float64","Ticker
ADANIENSOL.NS    960.599976
Name: 2025-11-07, dtype: float64","Ticker
ADANIENSOL.NS    1023.849976
Name: 2025-11-14, dtype: float64","Ticker
ADANIENSOL.NS    974.799988
Name: 2025-11-21, dtype: float64","Ticker
ADANIENSOL.NS    994.549988
Name: 2025-11-28, dtype: float64","Ticker
ADANIENSOL.NS    968.349976
Name: 2025-12-05, dtype: float64"
ATGL.NS,"Ticker
ATGL.NS    605.599976
Name: 2025-09-12, dtype: float64","Ticker
ATGL.NS    651.450012
Name: 2025-09-19, dtype: float64","Ticker
ATGL.NS    649.25
Name: 2025-09-26, dtype: float64","Ticker
ATGL.NS    637.25
Name: 2025-10-03, dtype: float64","Ticker
ATGL.NS    628.049988
Name: 2025-10-10, dtype: float64","Ticker
ATGL.NS    619.799988
Name: 2025-10-17, dtype: float64","Ticker
ATGL.NS    622.549988
Name: 2025-10-24, dtype: float64","Ticker
ATGL.NS    631.599976
Name: 2025-10-31, dtype: float64","Ticker
ATGL.NS    611.200012
Name: 2025-11-07, dtype: float64","Ticker
ATGL.NS    625.150024
Name: 2025-11-14, dtype: float64","Ticker
ATGL.NS    608.0
Name: 2025-11-21, dtype: float64","Ticker
ATGL.NS    606.650024
Name: 2025-11-28, dtype: float64","Ticker
ATGL.NS    592.099976
Name: 2025-12-05, dtype: float64"
JBCHEPHARM.NS,"Ticker
JBCHEPHARM.NS    1699.900024
Name: 2025-09-12, dtype: float64","Ticker
JBCHEPHARM.NS    1714.199951
Name: 2025-09-19, dtype: float64","Ticker
JBCHEPHARM.NS    1670.099976
Name: 2025-09-26, dtype: float64","Ticker
JBCHEPHARM.NS    1668.400024
Name: 2025-10-03, dtype: float64","Ticker
JBCHEPHARM.NS    1673.300049
Name: 2025-10-10, dtype: float64","Ticker
JBCHEPHARM.NS    1693.400024
Name: 2025-10-17, dtype: float64","Ticker
JBCHEPHARM.NS    1702.199951
Name: 2025-10-24, dtype: float64","Ticker
JBCHEPHARM.NS    1682.300049
Name: 2025-10-31, dtype: float64","Ticker
JBCHEPHARM.NS    1702.900024
Name: 2025-11-07, dtype: float64","Ticker
JBCHEPHARM.NS    1823.0
Name: 2025-11-14, dtype: float64","Ticker
JBCHEPHARM.NS    1729.599976
Name: 2025-11-21, dtype: float64","Ticker
JBCHEPHARM.NS    1771.300049
Name: 2025-11-28, dtype: float64","Ticker
JBCHEPHARM.NS    1820.0
Name: 2025-12-05, dtype: float64"
PTCIL.NS,"Ticker
PTCIL.NS    14166.0
Name: 2025-09-12, dtype: float64","Ticker
PTCIL.NS    14942.0
Name: 2025-09-19, dtype: float64","Ticker
PTCIL.NS    15249.0
Name: 2025-09-26, dtype: float64","Ticker
PTCIL.NS    16648.0
Name: 2025-10-03, dtype: float64","Ticker
PTCIL.NS    16247.0
Name: 2025-10-10, dtype: float64","Ticker
PTCIL.NS    16760.0
Name: 2025-10-17, dtype: float64","Ticker
PTCIL.NS    16990.0
Name: 2025-10-24, dtype: float64","Ticker
PTCIL.NS    17283.0
Name: 2025-10-31, dtype: float64","Ticker
PTCIL.NS    17441.0
Name: 2025-11-07, dtype: float64","Ticker
PTCIL.NS    16944.0
Name: 2025-11-14, dtype: float64","Ticker
PTCIL.NS    17236.0
Name: 2025-11-21, dtype: float64","Ticker
PTCIL.NS    18177.0
Name: 2025-11-28, dtype: float64","Ticker
PTCIL.NS    18446.0
Name: 2025-12-05, dtype: float64"
POONAWALLA.NS,"Ticker
POONAWALLA.NS    439.450012
Name: 2025-09-12, dtype: float64","Ticker
POONAWALLA.NS    500.25
Name: 2025-09-19, dtype: float64","Ticker
POONAWALLA.NS    485.25
Name: 2025-09-26, dtype: float64","Ticker
POONAWALLA.NS    524.400024
Name: 2025-10-03, dtype: float64","Ticker
POONAWALLA.NS    529.150024
Name: 2025-10-10, dtype: float64","Ticker
POONAWALLA.NS    526.400024
Name: 2025-10-17, dtype: float64","Ticker
POONAWALLA.NS    484.549988
Name: 2025-10-24, dtype: float64","Ticker
POONAWALLA.NS    481.850006
Name: 2025-10-31, dtype: float64","Ticker
POONAWALLA.NS    463.600006
Name: 2025-11-07, dtype: float64","Ticker
POONAWALLA.NS    469.200012
Name: 2025-11-14, dtype: float64","Ticker
POONAWALLA.NS    470.200012
Name: 2025-11-21, dtype: float64","Ticker
POONAWALLA.NS    480.299988
Name: 2025-11-28, dtype: float64","Ticker
POONAWALLA.NS    462.950012
Name: 2025-12-05, dtype: float64"
M&MFIN.NS,"Ticker
M&MFIN.NS    271.350006
Name: 2025-09-12, dtype: float64","Ticker
M&MFIN.NS    289.549988
Name: 2025-09-19, dtype: float64","Ticker
M&MFIN.NS    279.75
Name: 2025-09-26, dtype: float64","Ticker
M&MFIN.NS    275.75
Name: 2025-10-03, dtype: float64","Ticker
M&MFIN.NS    282.100006
Name: 2025-10-10, dtype: float64","Ticker
M&MFIN.NS    300.100006
Name: 2025-10-17, dtype: float64","Ticker
M&MFIN.NS    298.149994
Name: 2025-10-24, dtype: float64","Ticker
M&MFIN.NS    315.549988
Name: 2025-10-31, dtype: float64","Ticker
M&MFIN.NS    313.25
Name: 2025-11-07, dtype: float64","Ticker
M&MFIN.NS    308.649994
Name: 2025-11-14, dtype: float64","Ticker
M&MFIN.NS    342.549988
Name: 2025-11-21, dtype: float64","Ticker
M&MFIN.NS    371.850006
Name: 2025-11-28, dtype: float64","Ticker
M&MFIN.NS    362.200012
Name: 2025-12-05, dtype: float64"
SAPPHIRE.NS,"Ticker
SAPPHIRE.NS    328.799988
Name: 2025-09-12, dtype: float64","Ticker
SAPPHIRE.NS    318.299988
Name: 2025-09-19, dtype: float64","Ticker
SAPPHIRE.NS    301.100006
Name: 2025-09-26, dtype: float64","Ticker
SAPPHIRE.NS    293.700012
Name: 2025-10-03, dtype: float64","Ticker
SAPPHIRE.NS    279.200012
Name: 2025-10-10, dtype: float64","Ticker
SAPPHIRE.NS    288.350006
Name: 2025-10-17, dtype: float64","Ticker
SAPPHIRE.NS    286.399994
Name: 2025-10-24, dtype: float64","Ticker
SAPPHIRE.NS    286.049988
Name: 2025-10-31, dtype: float64","Ticker
SAPPHIRE.NS    270.299988
Name: 2025-11-07, dtype: float64","Ticker
SAPPHIRE.NS    245.800003
Name: 2025-11-14, dtype: float64","Ticker
SAPPHIRE.NS    255.0
Name: 2025-11-21, dtype: float64","Ticker
SAPPHIRE.NS    248.699997
Name: 2025-11-28, dtype: float64","Ticker
SAPPHIRE.NS    247.389999
Name: 2025-12-05, dtype: float64"
EIHOTEL.NS,"Ticker
EIHOTEL.NS    397.149994
Name: 2025-09-12, dtype: float64","Ticker
EIHOTEL.NS    391.100006
Name: 2025-09-19, dtype: float64","Ticker
EIHOTEL.NS    375.149994
Name: 2025-09-26, dtype: float64","Ticker
EIHOTEL.NS    393.25
Name: 2025-10-03, dtype: float64","Ticker
EIHOTEL.NS    385.649994
Name: 2025-10-10, dtype: float64","Ticker
EIHOTEL.NS    384.5
Name: 2025-10-17, dtype: float64","Ticker
EIHOTEL.NS    385.75
Name: 2025-10-24, dtype: float64","Ticker
EIHOTEL.NS    389.799988
Name: 2025-10-31, dtype: float64","Ticker
EIHOTEL.NS    392.25
Name: 2025-11-07, dtype: float64","Ticker
EIHOTEL.NS    377.100006
Name: 2025-11-14, dtype: float64","Ticker
EIHOTEL.NS    374.5
Name: 2025-11-21, dtype: float64","Ticker
EIHOTEL.NS    373.950012
Name: 2025-11-28, dtype: float64","Ticker
EIHOTEL.NS    376.149994
Name: 2025-12-05, dtype: float64"
JUBLFOOD.NS,"Ticker
JUBLFOOD.NS    635.150024
Name: 2025-09-12, dtype: float64","Ticker
JUBLFOOD.NS    626.400024
Name: 2025-09-19, dtype: float64","Ticker
JUBLFOOD.NS    606.900024
Name: 2025-09-26, dtype: float64","Ticker
JUBLFOOD.NS    628.450012
Name: 2025-10-03, dtype: float64","Ticker
JUBLFOOD.NS    602.299988
Name: 2025-10-10, dtype: float64","Ticker
JUBLFOOD.NS    592.650024
Name: 2025-10-17, dtype: float64","Ticker
JUBLFOOD.NS    590.549988
Name: 2025-10-24, dtype: float64","Ticker
JUBLFOOD.NS    597.849976
Name: 2025-10-31, dtype: float64","Ticker
JUBLFOOD.NS    576.5
Name: 2025-11-07, dtype: float64","Ticker
JUBLFOOD.NS    615.299988
Name: 2025-11-14, dtype: float64","Ticker
JUBLFOOD.NS    589.049988
Name: 2025-11-21, dtype: float64","Ticker
JUBLFOOD.NS    601.5
Name: 2025-11-28, dtype: float64","Ticker
JUBLFOOD.NS    585.549988
Name: 2025-12-05, dtype: float64"
INDHOTEL.NS,"Ticker
INDHOTEL.NS    777.700012
Name: 2025-09-12, dtype: float64","Ticker
INDHOTEL.NS    775.549988
Name: 2025-09-19, dtype: float64","Ticker
INDHOTEL.NS    709.799988
Name: 2025-09-26, dtype: float64","Ticker
INDHOTEL.NS    724.450012
Name: 2025-10-03, dtype: float64","Ticker
INDHOTEL.NS    735.549988
Name: 2025-10-10, dtype: float64","Ticker
INDHOTEL.NS    735.400024
Name: 2025-10-17, dtype: float64","Ticker
INDHOTEL.NS    735.900024
Name: 2025-10-24, dtype: float64","Ticker
INDHOTEL.NS    741.799988
Name: 2025-10-31, dtype: float64","Ticker
INDHOTEL.NS    691.299988
Name: 2025-11-07, dtype: float64","Ticker
INDHOTEL.NS    720.799988
Name: 2025-11-14, dtype: float64","Ticker
INDHOTEL.NS    733.200012
Name: 2025-11-21, dtype: float64","Ticker
INDHOTEL.NS    744.299988
Name: 2025-11-28, dtype: float64","Ticker
INDHOTEL.NS    736.950012
Name: 2025-12-05, dtype: float64"
BRITANNIA.NS,"Ticker
BRITANNIA.NS    6247.0
Name: 2025-09-12, dtype: float64","Ticker
BRITANNIA.NS    6069.5
Name: 2025-09-19, dtype: float64","Ticker
BRITANNIA.NS    5920.5
Name: 2025-09-26, dtype: float64","Ticker
BRITANNIA.NS    5992.5
Name: 2025-10-03, dtype: float64","Ticker
BRITANNIA.NS    5871.5
Name: 2025-10-10, dtype: float64","Ticker
BRITANNIA.NS    6083.0
Name: 2025-10-17, dtype: float64","Ticker
BRITANNIA.NS    6053.0
Name: 2025-10-24, dtype: float64","Ticker
BRITANNIA.NS    5836.5
Name: 2025-10-31, dtype: float64","Ticker
BRITANNIA.NS    6157.5
Name: 2025-11-07, dtype: float64","Ticker
BRITANNIA.NS    5803.5
Name: 2025-11-14, dtype: float64","Ticker
BRITANNIA.NS    5813.0
Name: 2025-11-21, dtype: float64","Ticker
BRITANNIA.NS    5846.0
Name: 2025-11-28, dtype: float64","Ticker
BRITANNIA.NS    5878.0
Name: 2025-12-05, dtype: float64"
ASHOKLEY.NS,"Ticker
ASHOKLEY.NS    133.186722
Name: 2025-09-12, dtype: float64","Ticker
ASHOKLEY.NS    139.940918
Name: 2025-09-19, dtype: float64","Ticker
ASHOKLEY.NS    140.973907
Name: 2025-09-26, dtype: float64","Ticker
ASHOKLEY.NS    138.848328
Name: 2025-10-03, dtype: float64","Ticker
ASHOKLEY.NS    136.623428
Name: 2025-10-10, dtype: float64","Ticker
ASHOKLEY.NS    133.603897
Name: 2025-10-17, dtype: float64","Ticker
ASHOKLEY.NS    135.431519
Name: 2025-10-24, dtype: float64","Ticker
ASHOKLEY.NS    140.576614
Name: 2025-10-31, dtype: float64","Ticker
ASHOKLEY.NS    140.328293
Name: 2025-11-07, dtype: float64","Ticker
ASHOKLEY.NS    147.261276
Name: 2025-11-14, dtype: float64","Ticker
ASHOKLEY.NS    144.690002
Name: 2025-11-21, dtype: float64","Ticker
ASHOKLEY.NS    158.119995
Name: 2025-11-28, dtype: float64","Ticker
ASHOKLEY.NS    159.679993
Name: 2025-12-05, dtype: float64"
UNOMINDA.NS,"Ticker
UNOMINDA.NS    1281.0
Name: 2025-09-12, dtype: float64","Ticker
UNOMINDA.NS    1319.699951
Name: 2025-09-19, dtype: float64","Ticker
UNOMINDA.NS    1268.900024
Name: 2025-09-26, dtype: float64","Ticker
UNOMINDA.NS    1316.0
Name: 2025-10-03, dtype: float64","Ticker
UNOMINDA.NS    1219.800049
Name: 2025-10-10, dtype: float64","Ticker
UNOMINDA.NS    1217.800049
Name: 2025-10-17, dtype: float64","Ticker
UNOMINDA.NS    1192.0
Name: 2025-10-24, dtype: float64","Ticker
UNOMINDA.NS    1235.199951
Name: 2025-10-31, dtype: float64","Ticker
UNOMINDA.NS    1229.699951
Name: 2025-11-07, dtype: float64","Ticker
UNOMINDA.NS    1307.199951
Name: 2025-11-14, dtype: float64","Ticker
UNOMINDA.NS    1281.400024
Name: 2025-11-21, dtype: float64","Ticker
UNOMINDA.NS    1306.800049
Name: 2025-11-28, dtype: float64","Ticker
UNOMINDA.NS    1261.099976
Name: 2025-12-05, dtype: float64"
DEVYANI.NS,"Ticker
DEVYANI.NS    187.229996
Name: 2025-09-12, dtype: float64","Ticker
DEVYANI.NS    178.639999
Name: 2025-09-19, dtype: float64","Ticker
DEVYANI.NS    169.910004
Name: 2025-09-26, dtype: float64","Ticker
DEVYANI.NS    167.350006
Name: 2025-10-03, dtype: float64","Ticker
DEVYANI.NS    163.479996
Name: 2025-10-10, dtype: float64","Ticker
DEVYANI.NS    167.580002
Name: 2025-10-17, dtype: float64","Ticker
DEVYANI.NS    162.539993
Name: 2025-10-24, dtype: float64","Ticker
DEVYANI.NS    161.800003
Name: 2025-10-31, dtype: float64","Ticker
DEVYANI.NS    147.970001
Name: 2025-11-07, dtype: float64","Ticker
DEVYANI.NS    138.070007
Name: 2025-11-14, dtype: float64","Ticker
DEVYANI.NS    144.289993
Name: 2025-11-21, dtype: float64","Ticker
DEVYANI.NS    135.639999
Name: 2025-11-28, dtype: float64","Ticker
DEVYANI.NS    136.020004
Name: 2025-12-05, dtype: float64"
ONESOURCE.NS,"Ticker
ONESOURCE.NS    1868.800049
Name: 2025-09-12, dtype: float64","Ticker
ONESOURCE.NS    1840.900024
Name: 2025-09-19, dtype: float64","Ticker
ONESOURCE.NS    1789.800049
Name: 2025-09-26, dtype: float64","Ticker
ONESOURCE.NS    1805.900024
Name: 2025-10-03, dtype: float64","Ticker
ONESOURCE.NS    1870.699951
Name: 2025-10-10, dtype: float64","Ticker
ONESOURCE.NS    1830.5
Name: 2025-10-17, dtype: float64","Ticker
ONESOURCE.NS    1832.699951
Name: 2025-10-24, dtype: float64","Ticker
ONESOURCE.NS    1854.099976
Name: 2025-10-31, dtype: float64","Ticker
ONESOURCE.NS    1777.599976
Name: 2025-11-07, dtype: float64","Ticker
ONESOURCE.NS    1732.0
Name: 2025-11-14, dtype: float64","Ticker
ONESOURCE.NS    1630.400024
Name: 2025-11-21, dtype: float64","Ticker
ONESOURCE.NS    1532.199951
Name: 2025-11-28, dtype: float64","Ticker
ONESOURCE.NS    1672.5
Name: 2025-12-05, dtype: float64"
APARINDS.NS,"Ticker
APARINDS.NS    8630.0
Name: 2025-09-12, dtype: float64","Ticker
APARINDS.NS    8847.0
Name: 2025-09-19, dtype: float64","Ticker
APARINDS.NS    8360.5
Name: 2025-09-26, dtype: float64","Ticker
APARINDS.NS    8411.5
Name: 2025-10-03, dtype: float64","Ticker
APARINDS.NS    8385.0
Name: 2025-10-10, dtype: float64","Ticker
APARINDS.NS    8690.0
Name: 2025-10-17, dtype: float64","Ticker
APARINDS.NS    8733.5
Name: 2025-10-24, dtype: float64","Ticker
APARINDS.NS    8671.0
Name: 2025-10-31, dtype: float64","Ticker
APARINDS.NS    8280.5
Name: 2025-11-07, dtype: float64","Ticker
APARINDS.NS    9071.0
Name: 2025-11-14, dtype: float64","Ticker
APARINDS.NS    9163.0
Name: 2025-11-21, dtype: float64","Ticker
APARINDS.NS    9159.5
Name: 2025-11-28, dtype: float64","Ticker
APARINDS.NS    8788.0
Name: 2025-12-05, dtype: float64"
SBICARD.NS,"Ticker
SBICARD.NS    856.150024
Name: 2025-09-12, dtype: float64","Ticker
SBICARD.NS    871.650024
Name: 2025-09-19, dtype: float64","Ticker
SBICARD.NS    873.849976
Name: 2025-09-26, dtype: float64","Ticker
SBICARD.NS    892.049988
Name: 2025-10-03, dtype: float64","Ticker
SBICARD.NS    921.75
Name: 2025-10-10, dtype: float64","Ticker
SBICARD.NS    927.0
Name: 2025-10-17, dtype: float64","Ticker
SBICARD.NS    928.950012
Name: 2025-10-24, dtype: float64","Ticker
SBICARD.NS    878.650024
Name: 2025-10-31, dtype: float64","Ticker
SBICARD.NS    872.0
Name: 2025-11-07, dtype: float64","Ticker
SBICARD.NS    874.950012
Name: 2025-11-14, dtype: float64","Ticker
SBICARD.NS    878.049988
Name: 2025-11-21, dtype: float64","Ticker
SBICARD.NS    880.150024
Name: 2025-11-28, dtype: float64","Ticker
SBICARD.NS    874.599976
Name: 2025-12-05, dtype: float64"
NETWEB.NS,"Ticker
NETWEB.NS    2903.800049
Name: 2025-09-12, dtype: float64","Ticker
NETWEB.NS    3279.399902
Name: 2025-09-19, dtype: float64","Ticker
NETWEB.NS    3695.399902
Name: 2025-09-26, dtype: float64","Ticker
NETWEB.NS    4311.899902
Name: 2025-10-03, dtype: float64","Ticker
NETWEB.NS    4027.5
Name: 2025-10-10, dtype: float64","Ticker
NETWEB.NS    3833.100098
Name: 2025-10-17, dtype: float64","Ticker
NETWEB.NS    3717.100098
Name: 2025-10-24, dtype: float64","Ticker
NETWEB.NS    4037.800049
Name: 2025-10-31, dtype: float64","Ticker
NETWEB.NS    3431.899902
Name: 2025-11-07, dtype: float64","Ticker
NETWEB.NS    3438.0
Name: 2025-11-14, dtype: float64","Ticker
NETWEB.NS    3306.399902
Name: 2025-11-21, dtype: float64","Ticker
NETWEB.NS    3291.399902
Name: 2025-11-28, dtype: float64","Ticker
NETWEB.NS    3144.0
Name: 2025-12-05, dtype: float64"
JKCEMENT.NS,"Ticker
JKCEMENT.NS    6555.0
Name: 2025-09-12, dtype: float64","Ticker
JKCEMENT.NS    6862.0
Name: 2025-09-19, dtype: float64","Ticker
JKCEMENT.NS    6347.5
Name: 2025-09-26, dtype: float64","Ticker
JKCEMENT.NS    6318.0
Name: 2025-10-03, dtype: float64","Ticker
JKCEMENT.NS    6621.0
Name: 2025-10-10, dtype: float64","Ticker
JKCEMENT.NS    6490.0
Name: 2025-10-17, dtype: float64","Ticker
JKCEMENT.NS    6257.5
Name: 2025-10-24, dtype: float64","Ticker
JKCEMENT.NS    6214.0
Name: 2025-10-31, dtype: float64","Ticker
JKCEMENT.NS    5636.0
Name: 2025-11-07, dtype: float64","Ticker
JKCEMENT.NS    5556.0
Name: 2025-11-14, dtype: float64","Ticker
JKCEMENT.NS    5621.0
Name: 2025-11-21, dtype: float64","Ticker
JKCEMENT.NS    5758.0
Name: 2025-11-28, dtype: float64","Ticker
JKCEMENT.NS    5706.0
Name: 2025-12-05, dtype: float64"
THERMAX.NS,"Ticker
THERMAX.NS    3311.5
Name: 2025-09-12, dtype: float64","Ticker
THERMAX.NS    3307.600098
Name: 2025-09-19, dtype: float64","Ticker
THERMAX.NS    3197.699951
Name: 2025-09-26, dtype: float64","Ticker
THERMAX.NS    3188.5
Name: 2025-10-03, dtype: float64","Ticker
THERMAX.NS    3223.800049
Name: 2025-10-10, dtype: float64","Ticker
THERMAX.NS    3145.199951
Name: 2025-10-17, dtype: float64","Ticker
THERMAX.NS    3276.5
Name: 2025-10-24, dtype: float64","Ticker
THERMAX.NS    3218.800049
Name: 2025-10-31, dtype: float64","Ticker
THERMAX.NS    3190.899902
Name: 2025-11-07, dtype: float64","Ticker
THERMAX.NS    3006.0
Name: 2025-11-14, dtype: float64","Ticker
THERMAX.NS    2886.699951
Name: 2025-11-21, dtype: float64","Ticker
THERMAX.NS    2920.100098
Name: 2025-11-28, dtype: float64","Ticker
THERMAX.NS    2834.800049
Name: 2025-12-05, dtype: float64"
PFIZER.NS,"Ticker
PFIZER.NS    5227.0
Name: 2025-09-12, dtype: float64","Ticker
PFIZER.NS    5107.5
Name: 2025-09-19, dtype: float64","Ticker
PFIZER.NS    4931.0
Name: 2025-09-26, dtype: float64","Ticker
PFIZER.NS    5222.5
Name: 2025-10-03, dtype: float64","Ticker
PFIZER.NS    5333.0
Name: 2025-10-10, dtype: float64","Ticker
PFIZER.NS    5354.0
Name: 2025-10-17, dtype: float64","Ticker
PFIZER.NS    5341.0
Name: 2025-10-24, dtype: float64","Ticker
PFIZER.NS    5209.0
Name: 2025-10-31, dtype: float64","Ticker
PFIZER.NS    5075.0
Name: 2025-11-07, dtype: float64","Ticker
PFIZER.NS    5074.0
Name: 2025-11-14, dtype: float64","Ticker
PFIZER.NS    5000.5
Name: 2025-11-21, dtype: float64","Ticker
PFIZER.NS    4975.0
Name: 2025-11-28, dtype: float64","Ticker
PFIZER.NS    4995.700195
Name: 2025-12-05, dtype: float64"
TORNTPHARM.NS,"Ticker
TORNTPHARM.NS    3566.199951
Name: 2025-09-12, dtype: float64","Ticker
TORNTPHARM.NS    3629.199951
Name: 2025-09-19, dtype: float64","Ticker
TORNTPHARM.NS    3561.0
Name: 2025-09-26, dtype: float64","Ticker
TORNTPHARM.NS    3514.699951
Name: 2025-10-03, dtype: float64","Ticker
TORNTPHARM.NS    3532.800049
Name: 2025-10-10, dtype: float64","Ticker
TORNTPHARM.NS    3584.300049
Name: 2025-10-17, dtype: float64","Ticker
TORNTPHARM.NS    3581.399902
Name: 2025-10-24, dtype: float64","Ticker
TORNTPHARM.NS    3560.100098
Name: 2025-10-31, dtype: float64","Ticker
TORNTPHARM.NS    3580.0
Name: 2025-11-07, dtype: float64","Ticker
TORNTPHARM.NS    3831.800049
Name: 2025-11-14, dtype: float64","Ticker
TORNTPHARM.NS    3686.5
Name: 2025-11-21, dtype: float64","Ticker
TORNTPHARM.NS    3720.600098
Name: 2025-11-28, dtype: float64","Ticker
TORNTPHARM.NS    3776.800049
Name: 2025-12-05, dtype: float64"
